Gene Name,UTR5 Length,UTR5 GC Count,CDS Length,CDS GC Count,UTR3 Length,UTR3 GC Count,Transcript Size
B3gat1,649,452,1005,591,2204,1125,3858
Glb1l2,85,57,1911,944,1692,787,3688
Glb1l3,315,176,1989,901,228,57,2532
Gm1110,88,53,1908,869,0,0,1996
Acad8,53,30,1242,657,1564,593,2859
Thyn1,294,145,681,323,132,54,1107
Vps26b,444,326,1011,521,2120,994,3575
Ncapd3,472,268,4521,2129,506,177,5499
Jam3,27,18,933,466,982,432,1942
Igsf9b,250,175,4326,2567,11568,5486,16144
Spata19,48,25,465,215,184,85,697
Opcml,449,246,1038,534,891,324,2378
Ntm,203,82,1035,541,1784,761,3022
Snx19,460,277,2994,1566,2308,1058,5762
Adamts15,215,145,2853,1684,2860,1422,5928
Adamts8,275,204,2718,1604,638,275,3631
Zbtb44,57,20,1851,858,564,203,2472
St14,227,163,2568,1466,464,253,3259
Aplp2,64,43,2256,1145,1314,572,3634
Prdm10,244,153,3348,1778,3180,1272,6772
Nfrkb,117,72,3891,2091,1153,564,5161
Tmem45b,313,196,837,425,649,292,1799
Barx2,371,277,852,484,745,365,1968
Arhgap32,0,0,6270,3265,7298,3101,13568
Kcnj5,552,318,1260,664,2873,1370,4685
Kcnj1,142,71,1119,501,1726,766,2987
Fli1,387,219,1359,729,1572,529,3318
Ets1,362,241,1323,696,3395,1465,5080
Kirrel3,550,364,2301,1294,0,0,2851
St3gal4,236,174,1002,508,857,405,2095
Dcps,93,60,1017,544,164,69,1274
Tirap,479,234,750,444,3360,1472,4589
Srpr,134,97,1911,949,948,444,2993
Foxred1,89,55,1482,768,661,311,2232
Fam118b,192,103,1056,480,714,308,1962
Rpusd4,25,20,1134,627,662,299,1821
Cdon,318,235,3753,1923,3432,1495,7503
Gm1113,103,61,2331,1367,0,0,2434
Ddx25,128,100,1455,708,5351,2437,6934
Pus3,91,54,1446,611,482,181,2019
Hyls1,674,380,945,445,354,114,1973
Pate2,53,27,336,137,1826,697,2215
Pate4,95,43,300,119,677,258,1072
Pate3,83,41,297,123,949,370,1329
Pate1,0,0,378,162,11,4,389
Pate10,0,0,351,138,0,0,351
Pate7,224,83,330,123,89,27,643
Gm27235,85,43,252,102,566,207,903
Pate6,96,45,321,126,917,323,1334
Pate5,89,46,354,147,692,240,1135
Pate13,0,0,414,155,0,0,414
Gm5916,89,47,309,142,744,247,1142
Pate12,0,0,300,133,219,73,519
Pate11,0,0,300,131,6,1,306
Pate9,91,39,306,122,1951,728,2348
Pate8,0,0,330,137,0,0,330
Pate14,56,32,300,123,263,96,619
Acrv1,92,38,786,368,223,96,1101
Chek1,513,280,1431,616,1853,659,3797
Stt3a,169,98,2118,962,3580,1318,5867
Ei24,338,239,1023,478,948,436,2309
Fez1,273,187,1179,595,342,164,1794
Pknox2,364,215,1425,785,1843,920,3632
Tmem218,184,102,348,182,2087,906,2619
Slc37a2,381,223,1506,802,4056,1938,5943
Ccdc15,326,216,2472,1103,727,289,3525
Hepacam,326,167,1257,729,1764,889,3347
Robo4,6,2,3048,1813,635,311,3689
Robo3,245,179,4209,2487,343,162,4797
Msantd2,3,1,1680,927,608,215,2291
Esam,143,90,1185,658,537,253,1865
Vsig2,120,66,987,561,59,27,1166
Nrgn,353,221,237,161,863,470,1453
Siae,190,128,1626,796,3131,1366,4947
Spa17,196,98,450,207,50,22,696
Tbrg1,168,104,1221,634,595,254,1984
Panx3,180,93,1179,602,1172,441,2531
Olfr160,178,71,930,443,2384,897,3492
Olfr874,173,75,933,413,1526,548,2632
Olfr875,240,106,933,414,866,259,2039
Olfr876,242,109,933,411,3299,1203,4474
Olfr877,260,115,936,403,1565,551,2761
Olfr145,682,318,933,430,5181,1909,6796
Olfr878,220,82,930,390,2853,1054,4003
Olfr881,337,126,930,386,2970,1020,4237
Olfr883,0,0,930,398,0,0,930
Olfr884,271,106,930,400,1984,697,3185
Olfr885,0,0,930,400,0,0,930
Olfr887,381,138,930,391,4970,1750,6281
Olfr888,251,83,930,405,1749,532,2930
Olfr889,225,85,930,405,4518,1617,5673
Olfr890,251,83,930,397,4294,1428,5475
Olfr891,0,0,951,380,0,0,951
Olfr893,3,0,939,373,0,0,942
Olfr894,7,5,942,375,0,0,949
Olfr143,0,0,942,361,0,0,942
Olfr895,0,0,951,387,0,0,951
Olfr896-ps1,402,141,927,372,1592,555,2921
Olfr25,97,38,942,375,29,10,1068
Olfr898,0,0,951,403,0,0,951
Olfr250,0,0,996,407,0,0,996
Olfr251,0,0,951,388,0,0,951
Olfr147,212,73,954,401,0,0,1166
Olfr901,332,132,936,403,1463,479,2731
Olfr902,410,142,930,357,773,265,2113
Olfr904,244,74,933,376,4020,1366,5197
Olfr905,164,48,933,390,3332,1168,4429
Olfr906,245,67,936,374,2594,830,3775
Olfr907,698,256,933,358,279,59,1910
Olfr911-ps1,176,61,936,372,2464,900,3576
Olfr910,72,32,933,366,991,290,1996
Olfr912,128,42,933,360,4665,1579,5726
Olfr913,380,123,939,347,1122,332,2441
Olfr914,436,140,951,366,3561,1230,4948
Olfr916,346,109,933,343,2406,784,3685
Olfr917,0,0,930,363,0,0,930
Olfr918,0,0,978,418,0,0,978
Olfr919,0,0,948,417,0,0,948
Vwa5a,211,100,2382,1121,1564,536,4157
Olfr920,1283,496,933,352,3495,1291,5711
Olfr921,355,127,942,350,2823,885,4120
Olfr922,337,120,936,397,2755,928,4028
Olfr923,78,25,954,401,36,13,1068
Olfr924,51,14,927,395,2453,812,3431
Olfr26,4,1,927,418,0,0,931
Olfr926,52,15,927,393,72,25,1051
Olfr930,89,29,927,418,297,87,1313
Olfr933,291,88,927,425,3257,950,4475
Olfr934,445,164,933,432,1084,346,2462
Olfr935,230,97,927,377,536,135,1693
Olfr146,184,75,921,371,546,160,1651
Olfr937,445,165,936,387,878,240,2259
Olfr938,144,32,948,374,98,31,1190
Olfr27,189,78,936,389,0,0,1125
Olfr943,134,52,945,411,0,0,1079
Olfr944,460,187,936,382,127,33,1523
Olfr1537,0,0,945,398,0,0,945
Olfr945,3,1,960,417,0,0,963
Olfr948,263,98,966,398,2935,993,4164
Olfr951,0,0,945,404,0,0,945
Olfr952,79,23,945,364,32,12,1056
Olfr954,0,0,945,410,0,0,945
Olfr955,284,96,945,368,223,72,1452
Olfr44,23,11,945,394,103,23,1071
Olfr957,241,100,936,418,549,173,1726
Olfr958,919,319,939,436,1973,844,3831
Olfr959,1741,575,936,443,2939,1037,5616
AW551984,228,116,2415,1138,1650,640,4293
Olfr148,416,184,933,407,1426,545,2775
Olfr960,20,11,951,446,96,34,1067
Olfr961,545,212,945,438,1884,659,3374
Olfr963,478,191,936,432,789,239,2203
Olfr149,556,198,936,439,1314,530,2806
Olfr965,336,111,939,417,447,133,1722
Olfr150,227,73,939,410,701,212,1867
Olfr967,104,39,933,408,173,84,1210
Olfr968,607,268,945,382,3078,959,4630
Olfr969,338,108,936,376,323,97,1597
Olfr970,400,159,936,378,403,123,1739
Olfr971,181,68,924,399,922,305,2027
Olfr972,266,100,945,384,430,134,1641
Olfr229,197,73,924,399,2004,710,3125
Olfr974,652,252,933,408,1976,657,3561
Olfr975,209,97,933,461,1706,680,2848
Olfr976,100,42,981,469,1732,645,2813
Olfr978,506,178,936,470,348,131,1790
Olfr979,174,67,936,471,2287,762,3397
Olfr980,450,160,933,461,1667,499,3050
Olfr981,214,105,933,481,7050,2662,8197
Olfr982,468,194,966,521,4142,1433,5576
Olfr983,102,52,948,429,0,0,1050
Olfr984,212,85,945,443,4029,1582,5186
Olfr985,227,93,936,412,716,229,1879
Tmem225,204,82,693,307,90,33,987
Olfr986,469,181,939,446,2079,853,3487
Zfp202,215,141,1926,967,1320,585,3461
Scn3b,411,260,648,331,3091,1392,4150
Gramd1b,94,69,2637,1432,4757,2316,7488
Gm21915,0,0,402,199,0,0,402
Clmp,323,233,1122,609,2709,1165,4154
Hspa8,370,242,1941,952,83,32,2394
Bsx,51,33,699,426,2210,1136,2960
Jhy,71,60,2313,1129,690,250,3074
Crtam,0,0,1179,589,3822,1723,5001
Ubash3b,636,406,1917,1025,3801,1687,6354
Sorl1,184,153,6648,3587,3883,1697,10715
Sc5d,140,81,900,398,3747,1573,4787
Tecta,267,114,6468,3438,603,304,7338
Tbcel,210,150,1275,635,3515,1636,5000
Grik4,322,185,2871,1600,2694,1286,5887
Arhgef12,777,529,4635,2300,5340,2469,10752
Tlcd5,95,71,738,397,2670,1178,3503
Pou2f3,74,59,1296,722,1152,531,2522
Oaf,338,222,849,513,1339,664,2526
Trim29,28,16,1764,1010,943,518,2735
Nectin1,660,497,1548,919,3445,1925,5653
Thy1,118,75,489,271,1128,622,1735
Gm49380,551,352,1275,741,1138,580,2964
Usp2,250,181,1191,639,616,316,2057
Rnf26,555,354,1275,741,894,480,2724
Mfrp,164,95,1755,998,2397,1404,4316
C1qtnf5,260,157,732,454,373,211,1365
Mcam,128,105,1947,1059,914,442,2989
Cbl,161,129,2742,1419,8469,3781,11372
Ccdc153,57,30,609,329,421,188,1087
Pdzd3,16,8,1497,865,680,341,2193
Nlrx1,240,118,2928,1730,501,269,3669
Abcg4,614,397,1941,1095,1444,817,3999
Hinfp,65,44,1512,812,3756,1681,5333
C2cd2l,397,289,2121,1283,1819,905,4337
Dpagt1,194,127,1233,645,778,371,2205
H2ax,68,38,432,301,884,523,1384
Hmbs,186,136,1086,581,333,156,1605
Vps11,39,26,2826,1522,671,326,3536
Hyou1,176,115,3000,1636,1313,666,4489
Slc37a4,554,352,1290,708,500,241,2344
Trappc4,299,170,660,349,261,118,1220
Rps25,616,353,378,183,286,116,1280
Ccdc84,581,315,999,545,145,60,1725
Foxr1,319,189,672,359,977,467,1968
Upk2,270,167,555,308,258,145,1083
Bcl9l,173,107,4485,2803,2113,1157,6771
Cxcr5,274,142,1125,624,1447,727,2846
Ddx6,363,163,1452,666,4250,1805,6065
Treh,28,17,1731,937,289,145,2048
Phldb1,95,65,4116,2506,1250,713,5461
Arcn1,173,127,1536,677,2363,986,4072
Ift46,396,220,906,463,2867,1419,4169
Tmem25,151,104,1098,631,1199,633,2448
Ttc36,253,140,561,357,74,46,888
Kmt2a,22,13,11892,6236,4547,2084,16461
Atp5l,81,55,312,151,151,54,544
Ube4a,156,91,3258,1560,1,0,3415
Cd3g,111,65,549,261,363,156,1023
Cd3d,100,48,522,266,995,495,1617
Cd3e,101,55,570,296,791,388,1462
Mpzl2,312,200,648,342,2147,857,3107
Mpzl3,57,34,714,387,2653,1154,3424
Jaml,231,115,1140,555,1090,483,2461
Scn2b,242,106,648,356,3766,1891,4656
Scn4b,647,448,687,354,3648,1915,4982
Tmprss4,305,168,1308,724,671,322,2284
BC049352,221,124,258,140,1235,598,1714
Il10ra,77,53,1728,915,1693,887,3498
Tmprss13,35,17,1647,943,1563,758,3245
Fxyd6,309,210,285,159,1194,642,1788
Fxyd2,144,88,195,109,293,167,632
Dscaml1,2,2,6336,3725,98,54,6436
Cep164,227,152,4002,2271,1312,685,5541
Bace1,448,303,1506,865,4104,1861,6058
Rnf214,139,96,1647,842,1508,638,3294
Pcsk7,679,449,2313,1285,884,435,3876
Tagln,237,155,606,320,752,362,1595
Sidt2,352,269,2499,1358,1397,783,4248
Pafah1b2,354,235,690,336,5829,2435,6873
Sik3,38,26,4110,2352,2139,1037,6287
Apoa1,176,101,795,454,64,33,1035
Apoc3,54,29,300,169,172,90,526
Apoa4,458,269,1188,681,169,95,1815
Apoa5,223,127,1107,661,1185,624,2515
Zpr1,133,88,1380,748,1471,687,2984
Bud13,23,19,1914,1028,602,276,2539
4931429L15Rik,567,293,1140,597,330,167,2037
Gm4791,190,85,309,165,522,197,1021
Cadm1,116,76,1371,732,639,236,2126
Nxpe4,586,295,1632,790,955,294,3173
Nxpe2,304,147,1677,789,1385,511,3366
Rexo2,58,50,714,355,305,138,1077
Rbm7,47,33,798,394,928,293,1773
Gm5617,126,75,354,223,51,23,531
Nnmt,195,103,795,404,53,26,1043
Zbtb16,247,164,2022,1167,2845,1412,5114
Htr3a,134,85,1470,807,478,220,2082
Htr3b,205,123,1314,668,892,361,2411
Usp28,16,12,3156,1512,961,409,4133
Zw10,70,48,2340,1137,453,192,2863
Tmprss5,115,59,1338,764,594,311,2047
Gm4894,126,68,357,156,1811,714,2294
Drd2,129,96,1335,710,1083,594,2547
Ankk1,30,19,2238,1245,446,204,2714
Ttc12,95,57,2115,1058,1418,692,3628
Ncam1,196,111,2547,1374,3307,1448,6050
Rpl10-ps3,27,16,645,329,96,25,768
Plet1,38,25,714,378,937,375,1689
Pts,15,9,435,217,596,235,1046
Bco2,200,91,1599,761,319,145,2118
Il18,158,89,579,227,123,54,860
Tex12,103,74,372,148,528,122,1003
Sdhd,23,14,480,277,728,317,1231
Timm8b,46,34,252,139,220,85,518
Nkapd1,272,179,879,388,2188,856,3339
Pih1d2,305,184,948,414,3,0,1256
Dlat,314,213,1929,1012,1792,679,4035
Dixdc1,222,144,2058,1086,3439,1433,5719
2310030G06Rik,6,2,426,228,810,342,1242
Hspb2,23,13,549,340,201,108,773
Cryab,448,256,528,303,141,49,1117
1110032A03Rik,553,328,501,223,1028,455,2082
Fdxacb1,48,32,1869,910,741,300,2658
Alg9,366,185,1836,953,671,330,2873
Ppp2r1b,61,45,1977,1002,1609,741,3647
Sik2,198,154,2796,1434,558,280,3552
Layn,124,74,1146,564,516,254,1786
Btg4,212,85,753,365,521,163,1486
4833427G06Rik,108,62,507,246,358,113,973
Gm32742,254,142,4815,2658,3447,1372,8516
Pou2af1,78,37,771,460,1699,742,2548
Colca2,69,42,762,406,293,107,1124
1810046K07Rik,107,61,864,492,361,137,1332
Arhgap20,155,120,3549,1736,3457,1358,7161
Fdx1,79,56,567,322,229,54,875
Rdx,378,265,1752,786,2250,879,4380
Zc3h12c,47,38,2655,1285,4062,1478,6764
AI593442,440,287,600,364,4634,1767,5674
Ddx10,50,38,2628,1157,450,145,3128
Exph5,63,31,5883,2798,11,5,5957
Poglut3,75,59,1512,773,2055,811,3642
4930550C14Rik,49,23,948,402,240,91,1237
Atm,208,120,9201,3926,378,160,9787
Npat,105,69,4263,1831,1694,545,6062
Acat1,107,75,1275,624,2023,850,3405
Cul5,225,157,2568,1093,792,306,3585
Rab39,117,82,654,321,2200,822,2971
Slc35f2,247,160,1128,562,1183,561,2558
Sln,230,124,96,46,992,449,1318
Elmod1,362,240,981,453,1262,468,2605
Tnfaip8l3,118,86,615,289,3670,1371,4403
Cyp19a1,41,14,1512,715,820,362,2373
Gldn,38,28,1650,901,2970,1222,4658
Dmxl2,189,141,9165,4101,1260,462,10614
Sh2d7,0,0,1377,773,1668,858,3045
Cib2,200,147,564,286,669,340,1433
Idh3a,6,5,1101,523,1296,552,2403
Acsbg1,200,115,2166,1228,514,252,2880
Dnaja4,170,135,1194,616,1639,744,3003
Wdr61,190,112,918,428,182,62,1290
Crabp1,154,108,414,229,234,123,802
Ireb2,89,64,2892,1222,2789,963,5770
Hykk,581,344,1131,511,3398,1383,5110
AY074887,159,107,399,217,211,96,769
Psma4,138,79,786,351,241,94,1165
Chrna5,217,97,1317,602,343,134,1877
Chrna3,150,105,1515,767,1458,604,3123
Chrnb4,284,182,1488,833,1951,904,3723
Ube2q2,781,578,1137,519,1538,559,3456
Fbxo22,127,90,1209,613,776,341,2112
Nrg4,185,61,348,189,1394,662,1927
Tmem266,148,80,1617,909,643,357,2408
Etfa,174,120,1002,454,216,53,1392
Isl2,133,85,1080,677,641,350,1854
Scaper,76,22,4197,1867,885,327,5158
4930563M21Rik,44,17,594,267,154,47,792
Rcn2,195,144,963,471,866,270,2024
Pstpip1,447,285,1248,710,168,98,1863
Tspan3,195,150,762,395,759,313,1716
Peak1,469,216,5208,2651,1319,658,6996
Hmg20a,327,156,1041,520,2410,1168,3778
AC159819.1,157,120,672,378,159,70,988
Lingo1,798,463,1845,1100,984,542,3627
Odf3l1,101,59,828,446,151,72,1080
Cspg4,157,97,6984,4183,980,528,8121
Snx33,1588,888,1725,965,1258,655,4571
Imp3,32,16,555,347,337,152,924
Snupn,81,52,1077,525,233,102,1391
Ptpn9,671,473,1782,896,1648,719,4101
Sin3a,395,243,3825,1850,986,422,5206
Man2c1,99,62,3120,1812,601,320,3820
Neil1,67,40,1170,685,456,211,1693
Commd4,57,30,600,342,201,101,858
Trcg1,143,74,2478,1351,80,41,2701
1700017B05Rik,235,157,3072,1842,845,438,4152
Ppcdc,141,77,615,356,1988,931,2744
Scamp5,174,124,708,387,2343,1231,3225
Rpp25,211,142,600,388,612,311,1423
Cox5a,49,33,441,229,155,54,645
Fam219b,58,42,594,360,2365,1190,3017
Mpi,44,24,1272,670,464,230,1780
Scamp2,111,70,990,539,1239,638,2340
Ulk3,133,105,1419,822,1274,603,2826
Cplx3,137,86,477,273,2245,1139,2859
Lman1l,104,65,1518,878,63,31,1685
Csk,721,528,1353,745,675,380,2749
Cyp1a2,107,62,1542,850,291,106,1940
Cyp1a1,180,87,1575,840,942,411,2697
Edc3,177,121,1527,801,4004,2023,5708
Clk3,343,226,1917,1118,236,124,2496
Arid3b,304,193,1707,968,2160,1116,4171
Ubl7,167,111,1143,637,116,56,1426
Sema7a,38,29,1995,1148,1264,725,3297
Cyp11a1,368,193,1581,839,171,89,2120
Ccdc33,355,203,2196,1193,81,42,2632
Stra6,390,204,2013,1165,674,362,3077
Islr,268,140,1287,768,668,337,2223
Islr2,625,336,2238,1384,1440,831,4303
Pml,96,54,2658,1541,1727,883,4481
Stoml1,103,68,1200,714,681,375,1984
Loxl1,300,204,1824,1179,1173,629,3297
Tbc1d21,130,65,1011,526,142,68,1283
Insyn1,1205,786,879,531,55,26,2139
Cd276,611,415,951,567,2041,1043,3603
Nptn,196,150,1194,613,0,0,1390
Rec114,17,10,780,424,86,29,883
Hcn4,100,75,3606,2242,2412,1232,6118
Neo1,313,242,4479,2195,2587,1177,7379
Adpgk,76,53,1491,835,917,400,2484
Bbs4,75,51,1563,739,880,385,2518
Arih1,267,220,1668,816,5036,1970,6971
Tmem202,59,29,828,407,369,164,1256
Hexa,184,123,1587,844,225,132,1996
Celf6,186,149,1446,898,1341,662,2973
Parp6,557,322,1893,934,259,131,2709
Pkm,295,198,1596,906,541,299,2432
Gramd2,216,99,939,492,213,104,1368
Senp8,218,92,666,306,2908,1079,3792
Myo9a,521,360,7896,3310,3835,1516,12252
Nr2e3,233,124,1188,684,616,257,2037
Thsd4,274,154,3057,1768,5465,2686,8796
Lrrc49,259,142,2061,957,459,230,2779
Larp6,217,163,1479,886,744,355,2440
Uaca,61,43,4242,2251,125,55,4428
Tle3,580,418,2295,1321,1771,896,4646
Rplp1,114,72,345,199,40,15,499
Kif23,152,105,2862,1335,384,134,3398
Paqr5,265,170,993,534,2308,1033,3566
Glce,230,118,1857,853,2763,1165,4850
Spesp1,146,99,1200,585,1696,695,3042
Anp32a,172,106,744,354,1197,548,2113
Coro2b,377,291,1443,789,1790,1000,3610
Itga11,119,85,3567,1985,1283,690,4969
Fem1b,629,471,1884,923,4272,1756,6785
Cln6,96,77,927,527,1119,592,2142
Calml4,55,29,462,233,347,153,864
Pias1,8,5,1956,943,3600,1399,5564
Skor1,67,40,2895,1842,695,355,3657
Map2k5,645,411,1347,655,318,179,2310
2300009A05Rik,20,18,474,287,101,35,595
Iqch,31,18,3129,1459,215,73,3375
Aagab,39,31,951,503,4304,2081,5294
Smad3,317,235,1278,725,3495,1745,5090
Smad6,1035,635,1488,1011,448,161,2971
Lctl,273,162,1701,891,197,73,2171
Zwilch,213,95,1791,792,953,394,2957
Rpl4,56,36,1260,633,222,72,1538
Snapc5,57,36,309,152,862,353,1228
Map2k1,339,240,1182,639,915,368,2436
Uchl4,38,25,702,300,422,151,1162
Tipin,50,35,837,363,954,354,1841
Dis3l,126,101,3162,1621,287,121,3575
Megf11,149,113,3276,1934,3255,1333,6680
Rab11a,135,103,651,281,1550,539,2336
Dennd4a,463,278,5610,2491,2572,1009,8645
Slc24a1,260,140,3393,1784,1560,683,5213
Ints14,682,373,1548,771,607,252,2837
Hacd3,150,108,1089,511,1470,622,2709
Dpp8,331,211,2679,1218,1798,722,4808
Igdcc4,49,44,3762,2272,2412,1109,6223
Igdcc3,226,176,2382,1443,538,275,3146
Parp16,314,216,969,536,1235,600,2518
Cilp,172,78,3753,2057,228,77,4153
Clpx,227,156,1905,878,753,254,2885
Pdcd7,38,20,1455,957,926,413,2419
Ubap1l,142,81,1155,699,83,39,1380
Kbtbd13,0,0,1377,885,1592,761,2969
Rasl12,40,29,801,473,1549,786,2390
Slc51b,239,131,387,191,83,37,709
Mtfmt,32,24,1161,604,849,379,2042
Spg21,232,165,927,446,1521,730,2680
Plekho2,91,66,1488,844,1694,934,3273
Pif1,644,326,1914,1167,1127,524,3685
Rbpms2,270,196,621,357,1096,528,1987
Oaz2,198,148,570,298,1075,535,1843
Zfp609,226,148,4242,2340,3309,1581,7777
Trip4,843,440,1746,820,1622,617,4211
Pclaf,192,98,333,162,1663,634,2188
Csnk1g1,444,242,1380,631,5384,2430,7208
Ppib,35,27,651,334,206,103,892
Snx22,39,31,579,337,1925,1038,2543
Snx1,121,76,1566,809,386,157,2073
Ciao2a,236,120,483,231,521,202,1240
Dapk2,124,94,1113,580,535,262,1772
Herc1,122,76,14580,6896,451,155,15153
Fbxl22,56,35,711,469,3268,1546,4035
Usp3,268,189,1563,720,3776,1744,5607
Car12,163,99,1065,552,2488,1165,3716
Aph1b,125,92,774,379,4011,1660,4910
Aph1c,128,85,777,377,4300,1843,5205
Rab8b,54,34,624,269,4055,1619,4733
Rps27l,89,61,255,116,155,47,499
Lactb,93,70,1656,847,282,91,2031
Tpm1,274,187,855,431,769,346,1898
Tln2,200,90,7629,4201,4303,2150,12132
C2cd4b,120,68,1023,759,184,87,1327
C2cd4a,124,65,1005,743,266,137,1395
Vps13c,31,24,11247,5189,249,102,11527
Rora,339,255,1404,697,848,363,2591
Ice2,249,145,2967,1266,953,357,4169
Anxa2,137,88,1020,530,290,150,1447
Foxb1,447,286,978,636,1559,710,2984
Bnip2,281,192,981,433,1202,487,2464
Gtf2a2,429,290,330,130,275,97,1034
Gcnt3,512,259,1314,664,2475,1077,4301
Fam81a,352,247,1095,565,2256,979,3703
Myo1e,333,195,3324,1668,968,495,4625
Ccnb2,107,80,1197,599,227,76,1531
Rnf111,349,245,2970,1509,1561,532,4880
Sltm,50,34,3096,1466,545,207,3691
Mindy2,128,94,1806,994,6147,2331,8081
Adam10,208,153,2250,1011,2135,770,4593
Lipc,248,104,1533,787,139,45,1920
Aqp9,206,93,888,447,1552,701,2646
Aldh1a2,58,48,1557,793,649,304,2264
Polr2m,139,109,1101,560,960,429,2200
Myzap,96,70,1401,719,786,341,2283
Cgnl1,109,86,3894,2128,2751,1343,6754
Tcf12,294,200,2121,1028,3884,1567,6299
Zfp280d,192,130,2925,1195,1270,397,4387
Mns1,142,83,1476,715,3632,1457,5250
Tex9,149,90,1164,523,1481,615,2794
Rfx7,580,426,4380,2025,3028,1052,7988
Nedd4,211,153,2664,1258,2624,1113,5499
Prtg,583,433,3576,1870,4989,2002,9148
Pygo1,267,201,1254,653,6395,2638,7916
Dnaaf4,90,56,1263,587,622,257,1975
Gm44503,23,17,1164,541,3196,1522,4383
Ccpg1os,209,117,369,180,133,38,711
Ccpg1,254,165,1917,920,980,473,3151
Pigb,108,75,1629,835,1484,714,3221
Pigbos1,219,129,174,67,103,31,496
Rab27a,329,176,666,348,2173,964,3168
Khdc3,112,56,1323,817,246,101,1681
Rsl24d1,55,37,492,232,996,434,1543
Unc13c,715,379,6633,3109,1448,505,8796
Wdr72,371,208,3345,1614,1480,526,5196
Onecut1,376,234,1398,865,2183,867,3957
Fam214a,129,84,3249,1603,417,161,3795
Arpp19,199,148,339,169,3508,1328,4046
Myo5a,247,206,5568,2599,557,222,6372
Myo5c,129,87,5229,2643,1369,577,6727
Gnb5,102,56,1188,654,513,224,1803
Bcl2l10,145,84,576,314,516,224,1237
Mapk6,776,380,2163,1072,1150,415,4089
Leo1,42,29,2004,1037,134,34,2180
Tmod3,199,123,1059,493,2409,909,3667
Tmod2,363,253,1056,536,8465,3537,9884
Lysmd2,24,20,648,388,517,214,1189
Scg3,331,208,1416,635,637,265,2384
Bmp5,729,276,1365,644,1728,629,3822
Hmgcll1,220,158,1032,491,2485,930,3737
Gfral,195,85,1182,495,703,195,2080
Hcrtr2,107,72,1383,680,2271,739,3761
Fam83b,113,72,3039,1368,727,244,3879
Tinag,94,38,1428,636,204,71,1726
Mlip,38,16,1383,644,305,137,1726
Lrrc1,247,192,1575,778,1299,574,3121
Klhl31,321,185,1905,1037,4268,1711,6494
Gclc,275,217,1914,948,1234,467,3423
Elovl5,171,112,900,455,1711,680,2782
Gcm1,222,113,1311,694,535,251,2068
Fbxo9,58,33,1314,671,478,180,1850
Cilk1,317,200,1890,953,4353,1866,6560
Gsta4,138,71,669,331,170,79,977
Gsta1,97,52,672,327,106,37,875
Gm3776,97,52,672,327,105,37,874
Gm10639,216,104,669,323,108,35,993
Omt2a,620,303,303,132,244,109,1167
Omt2b,108,58,360,161,267,118,735
Gsta2,92,50,669,325,109,37,870
Dppa5a,78,45,357,182,184,79,619
Ooep,197,130,495,249,1446,610,2138
Ddx43,103,74,1941,843,163,56,2207
Cgas,126,64,1524,762,2399,1034,4049
Mto1,89,56,2010,1023,267,113,2366
Eef1a1,120,62,1389,691,285,98,1794
Slc17a5,74,48,1488,734,1674,698,3236
Cd109,336,212,4329,1889,1195,523,5860
Col12a1,135,98,9198,4502,2178,962,11511
Cox7a2,221,141,252,126,186,75,659
Tmem30a,220,164,1095,481,2343,789,3658
Filip1,355,174,3645,1912,640,237,4640
Senp6,621,475,3399,1399,1091,417,5111
Myo6,28,13,3885,1776,226,113,4139
Impg1,192,81,2397,1127,376,133,2965
Htr1b,462,277,1161,645,3101,1211,4724
Mei4,262,173,1170,506,1238,384,2670
Irak1bp1,488,287,780,410,890,345,2158
Phip,225,163,5466,2359,5065,1638,10756
Hmgn3,240,151,300,144,443,160,983
Lca5,289,138,2115,1005,1756,678,4160
Sh3bgrl2,131,88,324,166,4110,1822,4565
Elovl4,214,150,939,468,1848,681,3001
Ttk,60,30,2493,1092,318,113,2871
Bckdhb,25,18,1173,621,279,104,1477
Tent5a,117,79,1344,714,4018,1547,5479
Ibtk,568,270,4059,1868,1023,384,5650
Tpbg,542,352,1281,765,1780,632,3603
Ube2cbp,133,95,1107,563,550,239,1790
Dop1a,196,134,7389,3327,1602,580,9187
Pgm3,100,62,1629,809,937,339,2666
Rwdd2a,228,149,879,420,248,84,1355
Me1,203,171,1719,838,1366,544,3288
Prss35,179,110,1230,674,2035,830,3444
Snap91,209,161,2517,1334,1424,530,4150
Ripply2,8,6,387,211,108,18,503
Cyb5r4,165,128,1587,697,892,345,2644
Mrap2,274,150,624,313,1214,588,2112
Cep162,334,191,4212,1885,3139,1427,7685
Tbx18,416,240,1842,1046,2421,903,4679
Nt5e,489,331,1731,846,1775,739,3995
Snx14,107,76,2841,1238,134,28,3082
Gm20537,0,0,293,153,596,240,889
Syncrip,516,361,1689,734,7245,2397,9450
Zfp949,789,409,1812,751,871,435,3472
Trim43a,304,137,1338,608,339,148,1981
Mthfsl,38,28,612,312,151,46,801
Bcl2a1d,195,102,519,228,149,55,863
Trim43c,304,135,1341,612,345,150,1990
Bcl2a1a,151,78,519,229,149,55,819
Trim43b,304,138,1338,612,620,253,2262
Bcl2a1b,151,78,519,228,147,54,817
Mthfs,38,28,612,311,166,49,816
Minar1,561,349,2754,1400,3887,1499,7202
Tmed3,143,103,666,367,537,276,1346
Ankrd34c,415,213,1605,786,3437,1276,5457
Rasgrf1,89,52,3789,1992,214,105,4092
